name,ingredients,diet,prep_time,cook_time,total_time,difficulty,flavor_profile,course,state,region,img_url,instructions
Butter chicken,"Chicken, greek yogurt, cream, garam masala powder, cashew nuts, butter",non vegetarian,10,35,45,Hard,spicy,main course,NCT of Delhi,North,https://i.ndtvimg.com/i/2015-01/chicken-butter-625_625x350_51420696582.jpg,"In a large bowl, mix together 1/2 cup of Greek yogurt, 1 teaspoon of garam masala powder, and 1/2 teaspoon of salt, then add 1 pound of boneless, skinless chicken breast or thighs and marinate for at least 30 minutes.
Heat 2 tablespoons of butter in a large skillet over medium heat, then add the marinated chicken and cook until browned on all sides and cooked through, about 6-8 minutes.
Remove the cooked chicken from the skillet and set aside, leaving the remaining butter in the skillet.
Add 1/4 cup of cashew nuts to the skillet and cook, stirring frequently, until they are lightly browned and fragrant, about 2-3 minutes.
Add 1 cup of heavy cream to the skillet and stir to combine with the cashew nuts and remaining butter, bringing the mixture to a simmer.
Reduce the heat to low and let the cream sauce simmer for 5-7 minutes, stirring occasionally, until it thickens slightly and coats the back of a spoon.
Add the cooked chicken back to the skillet and stir to coat with the cream sauce, then cook for an additional 1-2 minutes until the chicken is fully coated.
Serve the butter chicken hot, garnished with additional cashew nuts and a sprinkle of garam masala powder if desired."
Chak Hao Kheer,"Rice, milk, sugar, cardamom",vegetarian,240,45,285,Hard,sweet,dessert,Manipur,North East,https://thericechick.com/wp-content/uploads/2022/06/feature-2a-chak-hao-kheer.jpg,"Rinse 1 cup of rice thoroughly and soak it in water for 30 minutes.
Drain the water and grind the rice into a fine paste using a blender or grinder.
In a large, heavy-bottomed pan, combine 3 cups of milk, 1 cup of sugar, and 1/2 teaspoon of ground cardamom.
Bring the milk mixture to a boil over high heat, stirring occasionally.
Reduce the heat to low and add the rice paste to the milk mixture, stirring constantly to prevent lumps.
Cook for 10-12 minutes, stirring frequently, until the kheer thickens and the rice is fully cooked.
Remove the pan from the heat and let the kheer cool to room temperature.
Refrigerate the kheer for at least 2 hours or overnight to allow the flavors to meld together.
Serve the Chak Hao Kheer chilled, garnished with a sprinkle of cardamom powder if desired."
Chakali,"Rice flour, sesame, plain flour, turmeric, red chilli",vegetarian,10,40,50,Hard,spicy,snack,Maharashtra,West,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Easy_Malai_Butter_Murruku_Recipe__12_1600.jpg,"In a large mixing bowl, combine 2 cups of rice flour and 1 cup of plain flour.
Add 1 teaspoon of turmeric powder and mix well.
Gradually add 1/2 cup of lukewarm water to the flour mixture and mix until a dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small lemon.
Roll out each ball into a thin circle, about 3-4 inches in diameter.
Sprinkle a few sesame seeds in the center of each circle.
Fold the dough over the sesame seeds to form a triangle or a square shape, and press the edges to seal.
Heat oil in a deep frying pan over medium heat, and when hot, add a few of the dough shapes to the oil.
Fry the Chakali until they are golden brown, turning them occasionally, for about 3-4 minutes.
Remove the fried Chakali from the oil and place them on a paper towel-lined plate to drain excess oil.
Sprinkle a pinch of red chilli powder over the fried Chakali while they are still warm.
Serve the Chakali warm or at room temperature."
Cham cham,"Flour, cream, sugar, saffron, lemon juice, coconut flakes",vegetarian,40,60,100,Hard,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/chamcaham.jpg,"In a large mixing bowl, combine 2 cups of flour and 1/2 cup of sugar.
Gradually add in 1/2 cup of cream and mix until a smooth dough forms.
Knead the dough for 5-7 minutes until it becomes soft and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into small balls, about the size of a small egg.
Roll out each ball into a thin circle, about 1/8 inch thick.
In a small bowl, mix together 1/4 teaspoon of saffron threads with 1 tablespoon of lemon juice.
Place a small spoonful of the saffron mixture in the center of each dough circle.
Fold the dough over the filling to form a triangle or a square shape, and press the edges to seal.
Heat a large skillet or frying pan over medium heat and cook the cham cham for 2-3 minutes on each side, until golden brown.
Sprinkle coconut flakes over the cooked cham cham and serve warm."
Chana masala,"Chickpeas, tomato paste, garam masala, ginger, red onion, avocado oil",vegetarian,20,30,50,Hard,spicy,main course,Punjab,North,https://www.vegrecipesofindia.com/wp-content/uploads/2021/04/kala-chana-recipe-1-500x500.jpg,"Heat 2 tablespoons of avocado oil in a large pan over medium heat.
Add 1-inch piece of grated ginger and sauté for 1 minute until fragrant.
Add 1 medium diced red onion and sauté for 5 minutes until softened and lightly browned.
Add 2 tablespoons of tomato paste and sauté for 1 minute, stirring constantly.
Add 1 teaspoon of garam masala and sauté for 30 seconds, stirring constantly.
Add 1 can of chickpeas (drained and rinsed) and stir to combine with the spice mixture.
Add 1 cup of water to the pan and bring to a simmer.
Reduce heat to low and let the mixture cook for 20-25 minutes, stirring occasionally, until the sauce has thickened and the chickpeas are coated.
Season with salt to taste, then serve hot."
Chapati,"Whole wheat flour, olive oil, hot water, all purpose flour",vegetarian,10,10,20,Easy,neutral,main course,Maharashtra,West,https://www.vegrecipesofindia.com/wp-content/uploads/2014/07/khoya-matar-makhana-recipe-500x500.jpg,"In a large mixing bowl, combine 2 cups of whole wheat flour and 1/2 cup of all-purpose flour.
Gradually add 1/2 cup of hot water to the flour mixture and mix until a dough forms.
Knead the dough for 5-7 minutes until it becomes smooth and pliable.
Cover the dough with a damp cloth and let it rest for 30 minutes.
Divide the dough into 6-8 equal portions and shape each portion into a ball.
Roll out each ball into a thin circle, about 6-7 inches in diameter.
Brush the surface of each chapati with a little olive oil.
Heat a non-stick skillet or griddle over medium heat and cook the chapati for 30-45 seconds on each side, until it puffs up and has brown spots.
Serve the chapati hot with your favorite filling or topping."
Cheera Doi,"Rice, mango, curd",vegetarian,5,5,10,Easy,sweet,dessert,West Bengal,East,https://www.crazymasalafood.com/wp-content/images/laddoo.jpg,"Rinse 1 cup of rice thoroughly and soak it in water for 30 minutes.
Drain the water and grind the soaked rice into a fine paste using a blender or grinder.
In a large bowl, mix 1 cup of curd with the rice paste until smooth and well combined.
Peel and dice 1 ripe mango into small pieces and add it to the curd-rice mixture.
Mix everything well until the mango is evenly distributed throughout the mixture.
Cover the bowl with a lid and refrigerate it for at least 30 minutes to allow the flavors to meld.
Serve the Cheera Doi chilled, garnished with a sprinkle of cardamom powder or chopped nuts if desired."
Chevdo,"Citric acid, fry, raisins, sugar, chana daal",vegetarian,20,30,50,Hard,spicy,snack,Gujarat,West,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Deboshruti/Oats_chivada__oats_poha_mixture_recipe.jpg,"Heat oil in a deep frying pan over medium heat and fry the chana daal until it turns light golden brown and crispy.
Remove the fried chana daal from the oil and place it on a paper towel-lined plate to drain excess oil.
In a large mixing bowl, combine the fried chana daal, sugar, and citric acid, and mix well until the sugar is evenly distributed.
Add the raisins to the bowl and mix until they are evenly distributed among the chana daal mixture.
Let the mixture cool completely to room temperature.
Once cooled, mix the ingredients again to redistribute the raisins and sugar evenly.
Store the chevdo in an airtight container for up to a week."
Chhena jalebi,"Chhena, sugar, ghee",vegetarian,10,50,60,Hard,sweet,dessert,Odisha,East,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoGxpY-PmBWxXSEBzXuA_cG7J2FKUiVms8sCy28q0fUe4QCpQTGW1Cnqh7q7oE_Z5DqJs&usqp=CAU,"Heat 1 tablespoon of ghee in a deep frying pan over medium heat.
Once the ghee is hot, add a small portion of chhena to the pan and flatten it slightly to form a round shape.
Fry the chhena until it is golden brown, flipping it occasionally, for about 3-4 minutes.
Remove the fried chhena from the pan and place it on a paper towel to drain excess ghee.
In a separate pan, combine 1 cup of sugar and 1 cup of water and bring to a boil over high heat.
Reduce the heat to medium and simmer the sugar syrup for about 5-7 minutes, or until it reaches a thick, syrupy consistency.
Add the fried chhena to the sugar syrup and coat it evenly.
Remove the jalebi from the syrup and place it on a serving plate.
Repeat the process with the remaining chhena and serve the chhena jalebis warm or at room temperature."
Chhena kheeri,"Chhena, sugar, milk",vegetarian,10,60,70,Hard,sweet,dessert,Odisha,East,https://www.crazymasalafood.com/wp-content/images/chhena-gaja.jpg,"Boil 1 liter of milk in a large vessel over medium heat until it reduces to half its original quantity.
Add 1/2 cup of sugar to the reduced milk and stir until the sugar is completely dissolved.
Remove the vessel from the heat and let the sweetened milk cool down to room temperature.
Crumble 250 gm of chhena into the cooled milk and mix well until the chhena is fully incorporated and the mixture is smooth.
Refrigerate the mixture for at least 2 hours or overnight to allow it to chill and set.
Once set, scoop the chhena kheeri into individual serving bowls and serve chilled."
Chhena poda,"Sugar, chenna cheese",vegetarian,10,45,55,Hard,sweet,dessert,Odisha,East,https://www.crazymasalafood.com/wp-content/images/chhena-poda.jpg,"Preheat the oven to 350°F (180°C).
In a mixing bowl, crumble 250 grams of chenna cheese into small pieces.
Add 1 cup of sugar to the crumbled chenna cheese and mix well until the sugar is evenly distributed.
Transfer the mixture to a greased baking dish and press it down firmly to remove any air pockets.
Bake the mixture in the preheated oven for 30-40 minutes or until the edges start to turn golden brown.
Remove the dish from the oven and let it cool for 10-15 minutes.
Use a spatula to scrape the top layer of the chhena poda, which will be slightly caramelized and crispy.
Cut the chhena poda into desired shapes and sizes, and serve warm or at room temperature."
Chicken razala,"Chicken, dahi, sesame seeds, garam masala powder, cashew nuts, saffron",non vegetarian,10,35,45,Hard,spicy,main course,West Bengal,East,https://c.ndtvimg.com/2018-11/kecu2hpg_bhatti-da-murg_625x300_16_November_18.jpg,"Marinate the chicken in a mixture of dahi, garam masala powder, and a pinch of saffron for at least 30 minutes.
Heat 2 tablespoons of oil in a pan over medium heat and sauté the cashew nuts until they are lightly browned.
Add the marinated chicken to the pan and cook until it is browned on all sides and cooked through.
Remove the chicken from the pan and set it aside on a plate.
In the same pan, add 1 tablespoon of oil and sauté the sesame seeds until they are lightly browned.
Add 1 cup of water to the pan and bring it to a boil.
Reduce the heat to low and add the cooked chicken back to the pan.
Simmer the chicken in the sauce for 5-7 minutes or until the sauce has thickened and the chicken is fully coated.
Serve the Chicken Razala hot, garnished with additional sesame seeds and a sprinkle of saffron if desired."
Chicken Tikka,"Chicken, whole wheat bread, rice flour, garam masala powder, whole egg",non vegetarian,120,45,165,Hard,spicy,starter,Punjab,North,https://www.simplyrecipes.com/thmb/fFSaBFd2jo0utv6lE-FHppcumAE=/750x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2017__02__2017-02-27-ChickenTikkaMasala-16-d8f19c6207b849be8a63695c04a88ec2.jpg,"Cut the chicken into small cubes and place them in a bowl.
In a separate bowl, whisk together 1 whole egg, 1 teaspoon garam masala powder, and a pinch of salt until well combined.
Add the egg mixture to the chicken cubes and mix well to coat the chicken evenly.
Cover the bowl with plastic wrap and refrigerate for at least 30 minutes or up to 2 hours to marinate.
Preheat the oven to 400°F (200°C).
Remove the chicken from the refrigerator and thread the marinated chicken cubes onto metal skewers, if using.
Place the skewers on a baking sheet lined with parchment paper, leaving a little space between each skewer to allow for even cooking.
Bake the chicken in the preheated oven for 12-15 minutes, or until it is cooked through and slightly charred.
Meanwhile, toast the whole wheat bread until it is lightly browned and crispy.
Grind the toasted bread into fine crumbs using a blender or food processor.
In a shallow dish, mix together the rice flour and bread crumbs.
Remove the baked chicken from the oven and roll each piece in the rice flour mixture to coat evenly.
Serve the Chicken Tikka hot, garnished with fresh cilantro or scallions, if desired."
